#query	KEGG_ko
k141_185412_2	ko:K01610
k141_583954_3	ko:K09748
k141_583954_4	ko:K02600
k141_583954_5	ko:K02519
k141_211506_2	ko:K20074
k141_771765_3	ko:K01999
k141_398864_1	ko:K03555
k141_398864_2	ko:K03702
k141_1137796_2	ko:K00248,ko:K00249,ko:K18244
k141_1137803_2	ko:K00249
k141_1137806_1	ko:K08973
k141_1137806_2	ko:K00057
k141_399020_1	ko:K02036
k141_399020_2	ko:K02038
k141_1137854_1	ko:K00311
k141_1137854_2	ko:K00821,ko:K00840
k141_584298_1	ko:K07232
k141_584298_2	ko:K02503
k141_954552_2	ko:K06997
k141_399330_1	ko:K07793
k141_399331_1	ko:K07793
k141_25221_1	ko:K00287
k141_25221_2	ko:K00560
k141_25221_3	ko:K13292
k141_25221_4	ko:K01676
k141_25221_5	ko:K01439
k141_25221_6	ko:K06223
k141_25221_7	ko:K05527
k141_1138222_1	ko:K06445
k141_1138288_1	ko:K03060
k141_1138288_2	ko:K00942
k141_1138288_4	ko:K09919
k141_584715_2	ko:K05527
k141_399596_1	ko:K00931
k141_399596_2	ko:K03979
k141_399596_3	ko:K02899
k141_399596_4	ko:K02888
k141_212243_1	ko:K11179
k141_584777_3	ko:K00757
k141_584777_6	ko:K03710
k141_212271_1	ko:K00031
k141_25392_1	ko:K01586
k141_772420_1	ko:K15894
k141_212309_1	ko:K04485
k141_212309_3	ko:K00674
k141_212309_4	ko:K00791
k141_25435_2	ko:K03427
k141_1138502_2	ko:K15371
k141_25457_1	ko:K06987,ko:K15784
k141_25457_2	ko:K01271,ko:K15783
k141_25459_1	ko:K00338
k141_25459_2	ko:K00571
k141_25459_3	ko:K00339
k141_954858_1	ko:K02963
k141_584927_1	ko:K01965
k141_1138613_2	ko:K00605
k141_1138613_3	ko:K02437
k141_1138613_4	ko:K00282
k141_584972_1	ko:K09767
k141_584972_2	ko:K02053
k141_584972_3	ko:K02054
k141_584972_4	ko:K02052
k141_584972_5	ko:K02055
k141_584972_8	ko:K19191
k141_584972_9	ko:K06186
k141_584972_10	ko:K00619
k141_584972_11	ko:K03631
k141_772609_1	ko:K00826
k141_772609_4	ko:K00135,ko:K18601
k141_25545_4	ko:K03564
k141_25545_5	ko:K06188,ko:K09866
k141_585101_1	ko:K03043,ko:K03046
k141_585154_1	ko:K01999
k141_25714_2	ko:K03738
k141_585240_2	ko:K07095
k141_400126_1	ko:K03767,ko:K03768
k141_400126_2	ko:K01945
k141_400126_3	ko:K03060
k141_400126_4	ko:K00951,ko:K01139
k141_400126_5	ko:K03648
k141_955219_2	ko:K00666,ko:K02182,ko:K20034
k141_1138906_1	ko:K03497
k141_1138911_2	ko:K03600
k141_1138911_3	ko:K03599
k141_1138911_4	ko:K00412
k141_1138911_5	ko:K00412
k141_772857_1	ko:K01599
k141_1138973_1	ko:K03174,ko:K09848
k141_25880_1	ko:K02055
k141_25880_2	ko:K02017,ko:K02045,ko:K10112
k141_955284_1	ko:K01768
k141_585302_2	ko:K01903
k141_585302_3	ko:K01902
k141_400250_1	ko:K17723
k141_400250_2	ko:K06016
k141_585384_1	ko:K01867
k141_1139071_1	ko:K07316
k141_1139071_4	ko:K21498
k141_1139071_5	ko:K03309
k141_1139071_6	ko:K01869
k141_1139071_8	ko:K02340
k141_1139071_9	ko:K02968
k141_26083_6	ko:K20358
k141_26083_8	ko:K01528
k141_26083_10	ko:K01528
k141_26083_13	ko:K01528
k141_26083_14	ko:K01528
k141_26083_15	ko:K01528
k141_26083_16	ko:K01528,ko:K17065
k141_400467_1	ko:K00156,ko:K00158
k141_1139222_1	ko:K01525
k141_400520_1	ko:K11072,ko:K11076
k141_585584_1	ko:K00605
k141_585584_2	ko:K02437
k141_1139251_1	ko:K03851
k141_1139251_2	ko:K03657
k141_1139251_4	ko:K02483,ko:K07663
k141_400584_1	ko:K01207
k141_773319_1	ko:K13717
k141_585664_2	ko:K06182
k141_585664_3	ko:K01756
k141_773390_2	ko:K07458
k141_773390_3	ko:K07090
k141_585785_2	ko:K07153
k141_26378_1	ko:K02575
k141_26378_2	ko:K00370
k141_26398_1	ko:K02230
k141_1139711_1	ko:K00615
k141_1139711_2	ko:K01092
k141_1139755_2	ko:K03495
k141_1139755_3	ko:K02806
k141_1139755_4	ko:K05808
k141_1139755_5	ko:K03092
k141_1139755_6	ko:K06861
k141_773644_1	ko:K01696
k141_213458_1	ko:K01069
k141_1139915_2	ko:K17226
k141_956159_1	ko:K01465
k141_401025_5	ko:K02454
k141_401025_6	ko:K02455
k141_401025_7	ko:K02456
k141_401025_8	ko:K02456
k141_401025_9	ko:K02458
k141_401025_10	ko:K02459
k141_401025_11	ko:K02460
k141_956219_1	ko:K00405
k141_26754_3	ko:K02031,ko:K02032
k141_26759_1	ko:K11991
k141_26759_2	ko:K01951
k141_956254_5	ko:K01692,ko:K18383
k141_26848_2	ko:K02427
k141_26848_3	ko:K00555
k141_26848_4	ko:K03470
k141_26848_5	ko:K04795
k141_26848_6	ko:K14564
k141_26848_7	ko:K00226,ko:K00254,ko:K17723,ko:K17828
k141_26848_8	ko:K02823
k141_401190_2	ko:K03088
k141_26858_1	ko:K02016
k141_26858_2	ko:K02232
k141_401205_2	ko:K04078
k141_401205_3	ko:K04077
k141_401205_4	ko:K02836
k141_26885_1	ko:K00772
k141_26885_2	ko:K03274
k141_956520_1	ko:K03072
k141_956520_2	ko:K03210
k141_956520_3	ko:K00793
k141_956520_4	ko:K01409
k141_774221_1	ko:K05592
k141_774221_4	ko:K03704
k141_774233_1	ko:K01156
k141_774233_2	ko:K07316
k141_1140502_2	ko:K02057
k141_1140502_3	ko:K02056
k141_27216_1	ko:K00958
k141_27216_3	ko:K10773
k141_27216_4	ko:K09123
k141_27216_5	ko:K09128
k141_956704_1	ko:K00773
k141_956704_2	ko:K07568
k141_956704_4	ko:K03431
k141_1140578_4	ko:K07390
k141_401561_1	ko:K00368,ko:K08100
k141_401561_3	ko:K07152
k141_774301_1	ko:K09014
k141_774301_2	ko:K13643
k141_1140683_2	ko:K07005
k141_774333_1	ko:K09773
k141_774333_2	ko:K01768
k141_774333_3	ko:K00128
k141_401662_1	ko:K00990
k141_774382_1	ko:K03521
k141_774404_1	ko:K09812
k141_774404_2	ko:K03110
k141_774404_3	ko:K08316
k141_774404_4	ko:K00954
k141_586907_1	ko:K01479,ko:K01480,ko:K12255
k141_1140841_3	ko:K00020
k141_956870_1	ko:K02838
k141_956870_2	ko:K00806
k141_401764_2	ko:K01520
k141_1140909_2	ko:K00344
k141_401848_1	ko:K02503
k141_1140970_1	ko:K00278
k141_1140970_4	ko:K00381
k141_401855_1	ko:K16846
k141_214281_1	ko:K01439
k141_1141013_1	ko:K00102,ko:K03777
k141_1141013_2	ko:K18335
k141_1141036_1	ko:K03695
k141_1141037_1	ko:K03404,ko:K03405
k141_401902_1	ko:K01952
k141_214353_1	ko:K01586
k141_214353_3	ko:K01755
k141_401918_1	ko:K07046
k141_1141096_1	ko:K01997
k141_1141096_2	ko:K01996
k141_587143_4	ko:K02014
k141_957205_2	ko:K15987
k141_957208_1	ko:K00302
k141_774849_1	ko:K06888
k141_774849_2	ko:K13292
k141_27837_1	ko:K00655
k141_27837_2	ko:K03667
k141_27837_3	ko:K01419
k141_774870_1	ko:K17363
k141_774870_3	ko:K01626
k141_774870_4	ko:K08738
k141_774870_5	ko:K17363
k141_957219_4	ko:K07315
k141_957219_5	ko:K03086
k141_957219_9	ko:K01992
k141_957219_10	ko:K01990
k141_957219_11	ko:K01993
k141_957219_13	ko:K01638
k141_957219_15	ko:K07091
k141_957219_17	ko:K02339
k141_957219_18	ko:K01873
k141_957219_19	ko:K00948
k141_1141295_1	ko:K00765
k141_1141295_2	ko:K00013
k141_1141295_3	ko:K00817
k141_402218_1	ko:K03101
k141_402218_2	ko:K03527
k141_402405_1	ko:K02999,ko:K03006,ko:K03018,ko:K16909
k141_214813_2	ko:K12262
k141_214813_5	ko:K04085
k141_214813_7	ko:K05820
k141_214813_8	ko:K01736
k141_214813_9	ko:K09808
k141_214813_10	ko:K09810
k141_214813_11	ko:K09808
k141_214813_12	ko:K14058
k141_214813_13	ko:K00024
k141_957590_1	ko:K18277
k141_957590_4	ko:K05844
k141_957590_5	ko:K03704
k141_957667_2	ko:K00605
k141_587623_2	ko:K07442
k141_587623_4	ko:K07814
k141_587623_7	ko:K00762
k141_587623_10	ko:K08307
k141_587623_11	ko:K05807,ko:K08309
k141_587623_12	ko:K03562
k141_587623_13	ko:K03560
k141_587623_15	ko:K03641
k141_587623_17	ko:K03572
k141_587623_18	ko:K00791
k141_587623_19	ko:K00772
k141_587623_28	ko:K03657
k141_1141661_1	ko:K02004
k141_1141661_2	ko:K02003,ko:K05685
k141_1141661_3	ko:K03179
k141_215047_1	ko:K03215
k141_215047_2	ko:K07501
k141_215047_4	ko:K00344
k141_28369_2	ko:K01997
k141_28369_3	ko:K01995,ko:K01998
k141_402718_1	ko:K09011
k141_215122_1	ko:K00547,ko:K21169
k141_215122_2	ko:K05527
k141_215122_3	ko:K03644
k141_215122_4	ko:K01845
k141_587848_1	ko:K03599
k141_587848_2	ko:K03600
k141_587848_3	ko:K01419
k141_402863_7	ko:K03012,ko:K11314
k141_402863_10	ko:K01951
k141_402863_22	ko:K12261,ko:K13342
k141_402863_26	ko:K13758
k141_1141920_1	ko:K01920
k141_1141920_2	ko:K03832
k141_1141920_3	ko:K07735
k141_1141920_4	ko:K07447
k141_1141920_5	ko:K02669
k141_1141920_6	ko:K06997
k141_1141920_7	ko:K00286
k141_1141920_8	ko:K02221
k141_1141920_9	ko:K00641
k141_1141920_12	ko:K02428
k141_1141920_14	ko:K01698
k141_1141920_15	ko:K03671
k141_1141920_16	ko:K03628
k141_1141920_19	ko:K01719
k141_1141920_20	ko:K01749
k141_1141920_21	ko:K01755
k141_1141920_22	ko:K01586
k141_1141920_23	ko:K01778
k141_1141920_25	ko:K03733
k141_28593_2	ko:K00040,ko:K00045
k141_28593_3	ko:K07133
k141_587999_1	ko:K01999
k141_587999_2	ko:K01997
k141_587999_3	ko:K01998
k141_587999_4	ko:K01995
k141_587999_5	ko:K01996
k141_215395_1	ko:K07082
k141_215395_3	ko:K00262
k141_402992_1	ko:K00560
k141_403058_1	ko:K13482
k141_28860_2	ko:K00604
k141_1142293_1	ko:K14083
k141_28929_2	ko:K12304
k141_28929_3	ko:K12304
k141_215589_2	ko:K14520
k141_28936_1	ko:K04561
k141_28936_2	ko:K04561
k141_28936_3	ko:K01561
k141_28936_4	ko:K01895
k141_1142422_1	ko:K03572
k141_215633_2	ko:K03572
k141_958266_1	ko:K00315
k141_958266_3	ko:K14083
k141_403284_1	ko:K00854
k141_403284_2	ko:K01091
k141_403284_3	ko:K05879
k141_403284_4	ko:K05878
k141_403284_6	ko:K10112
k141_403284_7	ko:K10112
k141_403284_8	ko:K02026
k141_403284_9	ko:K02025
k141_588463_1	ko:K00134
k141_588463_2	ko:K00927
k141_1142559_1	ko:K00335
k141_1142559_2	ko:K00297
k141_1142559_5	ko:K00549
k141_1142559_6	ko:K02535
k141_958428_1	ko:K07460
k141_958428_2	ko:K03271
k141_958428_4	ko:K03272,ko:K21345
k141_588557_1	ko:K07793
k141_29309_1	ko:K00265
k141_776130_2	ko:K03118
k141_403619_4	ko:K13687
k141_215994_1	ko:K00528
k141_958622_1	ko:K06879
k141_958622_2	ko:K01992
k141_958622_3	ko:K01990
k141_1142945_4	ko:K02835
k141_216055_1	ko:K08296
k141_29495_2	ko:K01156
k141_403834_1	ko:K06194,ko:K12943
k141_403834_3	ko:K00573
k141_403834_4	ko:K03787
k141_588931_1	ko:K03110
k141_588931_2	ko:K08316
k141_588931_3	ko:K00954
k141_588931_5	ko:K00681
k141_1143153_1	ko:K15513
k141_29594_1	ko:K15034
k141_29594_3	ko:K09001
k141_29594_4	ko:K15724
k141_29594_6	ko:K01845
k141_29594_7	ko:K00847,ko:K00852,ko:K00892
k141_29594_8	ko:K06206
k141_29594_9	ko:K06204
k141_29594_10	ko:K01894
k141_29594_11	ko:K14941
k141_29594_12	ko:K11212
k141_29594_13	ko:K12234
k141_29594_15	ko:K07641,ko:K07711
k141_29594_17	ko:K02003,ko:K05685
k141_29594_19	ko:K09808
k141_29594_22	ko:K09748
k141_29594_23	ko:K02600
k141_29594_24	ko:K02519
k141_29594_25	ko:K02834
k141_29594_26	ko:K03177
k141_29594_27	ko:K02956
k141_29594_28	ko:K00962
k141_29634_1	ko:K02011
k141_29634_2	ko:K02012
k141_403961_1	ko:K02014
k141_29721_3	ko:K02032
k141_29721_4	ko:K02031,ko:K15583
k141_29721_5	ko:K02034
k141_29721_6	ko:K02033
k141_29735_2	ko:K03665
k141_29735_3	ko:K03574
k141_29735_4	ko:K00620
k141_29735_5	ko:K03070
k141_776606_1	ko:K00324
k141_589211_1	ko:K02033
k141_1143363_2	ko:K01480,ko:K12255,ko:K18459
k141_1143363_3	ko:K03823
k141_1143363_4	ko:K00989
k141_1143380_2	ko:K03455,ko:K11745,ko:K11747
k141_1143380_5	ko:K07071
k141_776842_1	ko:K01714
k141_776842_2	ko:K02028
k141_776842_3	ko:K02029
k141_776842_5	ko:K02030
k141_776842_7	ko:K01856,ko:K02549,ko:K19802,ko:K21617,ko:K21624
k141_1143584_1	ko:K07937
k141_216742_4	ko:K11070,ko:K11074
k141_216742_5	ko:K11071
k141_216742_7	ko:K11069,ko:K11073
k141_216742_8	ko:K02168
k141_216742_9	ko:K00499,ko:K22443
k141_959211_1	ko:K05939
k141_959211_2	ko:K01624
k141_959211_3	ko:K00864
k141_959211_4	ko:K01785
k141_776915_2	ko:K03701
k141_776915_5	ko:K12072
k141_776928_2	ko:K02886
k141_589551_1	ko:K07793
k141_959357_1	ko:K03738
k141_1143844_1	ko:K00332
k141_1143844_2	ko:K07316
k141_1143844_3	ko:K00331
k141_30307_1	ko:K00681
k141_959465_1	ko:K00681
k141_777126_1	ko:K04774
k141_777126_2	ko:K01886
k141_404697_2	ko:K11070
k141_404697_3	ko:K11071
k141_404697_4	ko:K11069
k141_589736_1	ko:K01247
k141_589736_2	ko:K02028,ko:K09972
k141_1143927_1	ko:K15019
k141_1143927_2	ko:K18594
k141_959513_2	ko:K04487
k141_1143989_2	ko:K03695
k141_1144018_2	ko:K02005
k141_1144018_3	ko:K02004
k141_1144094_4	ko:K01952
k141_777264_1	ko:K00790
k141_30592_1	ko:K01599
k141_30597_1	ko:K03474
k141_30639_1	ko:K00558
k141_30639_2	ko:K00590
k141_589975_1	ko:K00605
k141_589975_3	ko:K09989
k141_777410_1	ko:K03723
k141_217408_1	ko:K01999
k141_217411_1	ko:K01999
k141_959897_1	ko:K01703
k141_590154_1	ko:K00991
k141_590154_2	ko:K01770,ko:K12506
k141_590154_3	ko:K02503
k141_590154_4	ko:K07232
k141_405225_2	ko:K08282
k141_405225_3	ko:K12515
k141_777588_2	ko:K03832
k141_30892_1	ko:K00244
k141_30892_2	ko:K00247
k141_30892_3	ko:K00246
k141_30892_4	ko:K00245
k141_1144627_2	ko:K04096
k141_1144627_5	ko:K00354,ko:K10680
k141_405302_2	ko:K01640
k141_960091_2	ko:K01623
k141_30930_10	ko:K02487
k141_777717_1	ko:K05516
k141_590368_2	ko:K06204
k141_217676_1	ko:K03234
k141_217680_1	ko:K00919
k141_960235_1	ko:K01464
k141_960235_3	ko:K01807
k141_31125_1	ko:K02014
k141_31125_4	ko:K07119
k141_31125_8	ko:K00248
k141_1144838_2	ko:K01759
k141_1144838_3	ko:K00363,ko:K05710
k141_1144838_4	ko:K21323
k141_1144860_1	ko:K00228
k141_1144860_2	ko:K06916
k141_1144860_3	ko:K00382
k141_1144860_4	ko:K01008
k141_1144860_5	ko:K06917
k141_1144860_6	ko:K03621
k141_1144860_7	ko:K00648
k141_1144860_8	ko:K00645
k141_1144860_9	ko:K01657
k141_1144860_10	ko:K01658,ko:K01664
k141_1144860_11	ko:K00059
k141_777793_2	ko:K09700
k141_590494_1	ko:K11942
k141_590605_2	ko:K01845
k141_217918_3	ko:K03555
k141_777934_2	ko:K11179
k141_217950_1	ko:K01754
k141_405689_6	ko:K02283
k141_778151_2	ko:K00411
k141_778151_3	ko:K00412
k141_960663_2	ko:K01956
k141_960663_3	ko:K01951
k141_960663_4	ko:K01955
k141_960663_5	ko:K00912
k141_960663_6	ko:K00789
k141_960663_8	ko:K07488
k141_31733_1	ko:K08688
k141_405927_2	ko:K01253
k141_405958_5	ko:K00018,ko:K00058
k141_590958_1	ko:K05896
k141_590958_2	ko:K06024
k141_590958_3	ko:K06178
k141_778328_1	ko:K01638
k141_31813_1	ko:K02313
k141_31813_2	ko:K02338
k141_1145498_3	ko:K00330
k141_1145498_4	ko:K00331
k141_1145498_5	ko:K00332
k141_1145498_6	ko:K00333
k141_1145498_7	ko:K00334
k141_1145498_8	ko:K00335
k141_1145498_9	ko:K00336
k141_1145498_10	ko:K00337
k141_1145498_11	ko:K00338
k141_1145498_12	ko:K00339
k141_1145498_13	ko:K00340
k141_1145498_14	ko:K00341
k141_1145498_15	ko:K00342
k141_1145498_16	ko:K00343
k141_1145524_1	ko:K11720
k141_1145524_3	ko:K00020
k141_31864_3	ko:K02448
k141_31864_5	ko:K00024
k141_31864_9	ko:K01588
k141_31864_10	ko:K00335
k141_31864_11	ko:K04755
k141_31864_12	ko:K01737
k141_31864_13	ko:K01495
k141_31864_15	ko:K06158
k141_31939_1	ko:K00528
k141_31939_2	ko:K05816
k141_31969_1	ko:K11177
k141_1145589_2	ko:K11131
k141_1145589_3	ko:K00945
k141_1145589_5	ko:K00939
k141_1145589_6	ko:K03076
k141_1145589_7	ko:K02876
k141_1145589_8	ko:K02907
k141_1145589_9	ko:K02988
k141_1145589_10	ko:K02881
k141_1145589_11	ko:K00611
k141_1145589_12	ko:K03110
k141_1145589_13	ko:K04797
k141_1145589_14	ko:K04564
k141_1145589_15	ko:K14647
k141_1145589_16	ko:K01610
k141_1145589_17	ko:K02912
k141_1145589_18	ko:K02885
k141_1145589_19	ko:K00567
k141_1145589_20	ko:K09716
k141_1145589_21	ko:K07342
k141_1145589_22	ko:K02601
k141_1145589_23	ko:K02867
k141_1145589_25	ko:K06223
k141_1145589_26	ko:K10944
k141_1145589_28	ko:K10946
k141_1145589_29	ko:K10945
k141_1145589_33	ko:K02956
k141_1145589_34	ko:K07463
k141_1145589_36	ko:K01875
k141_1145589_37	ko:K02984
k141_1145589_40	ko:K04748
k141_1145589_42	ko:K01738
k141_1145589_44	ko:K03120
k141_1145589_50	ko:K00616
k141_1145589_51	ko:K00615
k141_1145589_52	ko:K00615
k141_1145589_54	ko:K03768
k141_778539_2	ko:K01807
k141_778539_3	ko:K01462
k141_778539_5	ko:K09888
k141_778539_6	ko:K09892
k141_778539_8	ko:K01142
k141_778539_9	ko:K19707
k141_778539_10	ko:K05275
k141_778539_17	ko:K07302
k141_778539_18	ko:K07303
k141_778539_20	ko:K03634
k141_778539_21	ko:K03466
k141_778539_22	ko:K01866
k141_218563_3	ko:K07235
k141_778688_2	ko:K00108
k141_778749_1	ko:K15551
k141_218669_2	ko:K05527,ko:K22066
k141_1145739_2	ko:K02035
k141_961205_1	ko:K11991
k141_961205_3	ko:K11073
k141_406622_1	ko:K00831
k141_591426_1	ko:K01620
k141_591440_1	ko:K07497
k141_1145875_2	ko:K03496
k141_1145875_3	ko:K00383
k141_406702_1	ko:K03526
k141_406702_3	ko:K00822
k141_406702_4	ko:K01464
k141_961277_2	ko:K01996
k141_961277_3	ko:K01995
k141_961277_4	ko:K01999
k141_778937_2	ko:K17317
k141_778937_3	ko:K10112
k141_591546_6	ko:K04748
k141_961385_2	ko:K03628
k141_961385_3	ko:K03671
k141_961466_1	ko:K00571,ko:K00590
k141_961466_2	ko:K03116
k141_961466_4	ko:K00965
k141_961466_6	ko:K00621
k141_961466_7	ko:K00966
k141_961466_8	ko:K21219
k141_961466_10	ko:K03147
k141_961466_12	ko:K04517
k141_961466_13	ko:K00812
k141_961466_14	ko:K01736
k141_961466_15	ko:K00800
k141_961466_16	ko:K00891
k141_961466_17	ko:K00014
k141_961503_1	ko:K01879
k141_406989_1	ko:K01784
k141_406989_2	ko:K10747
k141_591780_1	ko:K10441
k141_591780_2	ko:K10440
k141_591780_3	ko:K10440
k141_591780_5	ko:K01640
k141_407079_1	ko:K03694
k141_407079_2	ko:K09700
k141_407114_1	ko:K00483,ko:K14534
k141_32578_1	ko:K00381
k141_779380_1	ko:K00135
k141_779380_3	ko:K00765
k141_32622_1	ko:K01483
k141_32622_2	ko:K01477
k141_407196_2	ko:K03391,ko:K05712
k141_32644_1	ko:K12072
k141_32644_2	ko:K12057
k141_32644_6	ko:K12060
k141_32644_7	ko:K12061
k141_32644_11	ko:K12065
k141_32644_14	ko:K12068
k141_407253_1	ko:K00001
k141_407253_2	ko:K00117,ko:K21430
k141_407253_3	ko:K04768
k141_407261_1	ko:K02011
k141_407261_2	ko:K02010
k141_961834_2	ko:K05916,ko:K07006,ko:K21832
k141_32731_1	ko:K10726
k141_779483_5	ko:K03438
k141_779483_6	ko:K01928
k141_779483_7	ko:K01929
k141_779483_8	ko:K01000
k141_779483_9	ko:K01925
k141_779483_10	ko:K02563
k141_779483_11	ko:K01924
k141_779483_12	ko:K01921
k141_779483_13	ko:K03590
k141_779483_14	ko:K03531
k141_219358_1	ko:K10773
k141_961892_1	ko:K01915
k141_407368_1	ko:K01895,ko:K01908
k141_407368_2	ko:K01920
k141_1146557_2	ko:K01845
k141_407410_1	ko:K07090
k141_779659_1	ko:K00571
k141_779685_2	ko:K01647
k141_779685_3	ko:K00537
k141_779685_5	ko:K02470
k141_779689_2	ko:K02470
k141_962025_1	ko:K02031,ko:K02032
k141_33004_1	ko:K01869
k141_1146801_3	ko:K06900
k141_219637_1	ko:K00681
k141_219637_2	ko:K07452
k141_219637_3	ko:K19147
k141_1146858_1	ko:K01637
k141_1146858_2	ko:K07560
k141_962270_2	ko:K16841
k141_962270_3	ko:K01996
k141_962270_4	ko:K01995
k141_962270_5	ko:K01998
k141_962270_6	ko:K01997
k141_962270_7	ko:K01999
k141_962270_8	ko:K03701
k141_592402_1	ko:K02040
k141_592402_2	ko:K03502
k141_33259_1	ko:K03424
k141_962344_1	ko:K01409
k141_962344_3	ko:K08851
k141_962344_4	ko:K02428
k141_962344_5	ko:K15449
k141_962439_1	ko:K11085
k141_592561_2	ko:K07457,ko:K10773
k141_407854_1	ko:K03667
k141_407854_2	ko:K00655
k141_33426_3	ko:K12942
k141_592624_1	ko:K00259
k141_592624_3	ko:K03852
k141_962523_1	ko:K02031,ko:K02032
k141_962523_2	ko:K02052
k141_219939_2	ko:K02031
k141_219939_5	ko:K21929
k141_33584_1	ko:K11717
k141_33627_2	ko:K03174,ko:K03175,ko:K09848,ko:K09849
k141_780379_1	ko:K00620
k141_780379_2	ko:K06923
k141_33682_2	ko:K02913
k141_33682_3	ko:K02902
k141_33682_4	ko:K01633
k141_33682_5	ko:K08591
k141_219969_1	ko:K14733
k141_219969_3	ko:K00053
k141_219969_4	ko:K01653
k141_219969_5	ko:K01652
k141_219969_6	ko:K06180
k141_219969_7	ko:K05807
k141_219969_11	ko:K02671
k141_219969_13	ko:K03774
k141_219969_14	ko:K03101
k141_219969_15	ko:K11753
k141_219969_16	ko:K03980
k141_219969_17	ko:K02968
k141_219969_18	ko:K00931
k141_219969_19	ko:K03979
k141_219969_20	ko:K02899
k141_219969_21	ko:K02888
k141_219969_22	ko:K02523
k141_219969_23	ko:K07462
k141_219969_24	ko:K00003,ko:K12524
k141_219969_25	ko:K03981
k141_219969_26	ko:K04763
k141_219969_27	ko:K02884
k141_219969_28	ko:K00554
k141_219969_29	ko:K02860
k141_219969_30	ko:K02959
k141_219969_31	ko:K03327
k141_219969_32	ko:K04755
k141_219969_33	ko:K00859,ko:K02318
k141_219969_38	ko:K17686,ko:K19597
k141_219969_39	ko:K02276
k141_780435_1	ko:K01267
k141_780435_5	ko:K08301
k141_780444_1	ko:K02535
k141_220012_2	ko:K03767,ko:K03768
k141_220012_4	ko:K03118
k141_220012_5	ko:K09794
k141_220012_6	ko:K14742
k141_220012_8	ko:K04485
k141_220012_12	ko:K09143
k141_220012_21	ko:K07502
k141_220012_22	ko:K00793
k141_220012_25	ko:K03727
k141_220012_26	ko:K03727
k141_220012_27	ko:K09951
k141_220012_28	ko:K15342
k141_780568_3	ko:K10112
k141_780568_4	ko:K02026
k141_780568_5	ko:K02025
k141_33790_6	ko:K01992
k141_33790_7	ko:K01990
k141_33791_2	ko:K06878
k141_780590_1	ko:K02074,ko:K09817
k141_780590_2	ko:K09823
k141_1147451_1	ko:K16092
k141_33851_1	ko:K03529
k141_33851_3	ko:K01972
k141_33865_1	ko:K03639
k141_962841_2	ko:K11991
k141_962841_3	ko:K01952
k141_962841_6	ko:K08289
k141_33951_1	ko:K01872
k141_33951_2	ko:K00928
k141_33951_3	ko:K03563
k141_220346_1	ko:K05800
k141_220346_2	ko:K00381
k141_408565_1	ko:K07192
k141_1147724_1	ko:K01714
k141_1147724_2	ko:K05786
k141_34023_2	ko:K02976
k141_34023_3	ko:K17884
k141_34023_4	ko:K01480
k141_34023_5	ko:K07317
k141_34023_7	ko:K02033
k141_34023_8	ko:K02034
k141_962960_2	ko:K11072
k141_962960_3	ko:K11069
k141_408629_6	ko:K00854
k141_408629_7	ko:K01628,ko:K22130
k141_408631_1	ko:K01628,ko:K22130
k141_408631_2	ko:K00854
k141_220484_2	ko:K13302,ko:K13303,ko:K13304
k141_220484_3	ko:K13302,ko:K13303,ko:K13304
k141_1147843_2	ko:K00859
k141_1147843_3	ko:K13643
k141_1147843_4	ko:K09014
k141_780952_1	ko:K19265
k141_1147855_3	ko:K00252
k141_780956_1	ko:K19998
k141_780956_4	ko:K01939
k141_963099_3	ko:K06888
k141_963099_6	ko:K21990
k141_963101_3	ko:K06888
k141_1147909_1	ko:K02064
k141_1147909_2	ko:K02063
k141_1147909_3	ko:K02062
k141_1147924_2	ko:K07340
k141_593404_1	ko:K00627
k141_593404_2	ko:K00382
k141_408777_1	ko:K06041
k141_220678_2	ko:K18979
k141_34284_1	ko:K03327
k141_963269_1	ko:K01001
k141_963269_5	ko:K10726
k141_781106_1	ko:K15022
k141_781106_3	ko:K00174
k141_781106_4	ko:K00175
k141_781106_5	ko:K00134
k141_408802_1	ko:K03119
k141_408802_4	ko:K01997
k141_408802_5	ko:K01998
k141_408802_6	ko:K01995
k141_408802_7	ko:K01996
k141_408802_8	ko:K01897
k141_408802_10	ko:K00057
k141_408802_12	ko:K07320
k141_408802_13	ko:K01736
k141_408802_15	ko:K01703
k141_408802_16	ko:K01704
k141_408802_17	ko:K00052
k141_408802_18	ko:K00133
k141_408802_19	ko:K06041
k141_1148029_1	ko:K03856
k141_781140_2	ko:K13292
k141_220725_1	ko:K10798
k141_963313_1	ko:K03243
k141_963313_2	ko:K07006
k141_963313_7	ko:K03660
k141_963313_8	ko:K07577
k141_409021_2	ko:K01968
k141_1148231_8	ko:K03768
k141_34496_1	ko:K00278
k141_781461_1	ko:K01961
k141_781461_2	ko:K02160
k141_34597_1	ko:K01876
k141_34597_3	ko:K01159
k141_34597_4	ko:K03550
k141_34597_5	ko:K03551
k141_34597_6	ko:K10026
k141_34597_7	ko:K06920
k141_34597_8	ko:K03517
k141_593896_1	ko:K04485
k141_593896_2	ko:K01775
k141_593896_3	ko:K02314
k141_593896_4	ko:K02939
k141_593896_6	ko:K02963
k141_593896_7	ko:K02990
k141_34681_1	ko:K01595
k141_1148434_1	ko:K00982
k141_1148434_2	ko:K02454
k141_1148434_3	ko:K01438
k141_594019_1	ko:K01599
k141_34814_2	ko:K03519
k141_34814_3	ko:K00131
k141_221415_1	ko:K00912
